 did you get fat on your honeymoon ?,0
 so i gave up and am now heading for bed orz,0
"they do not sing live , but they sure are hella good looking  smh ",0
and the day started civilised  appointments   road  trip  best day ever   never laughed  as much .  tks to .  ,0
gotta record my favorite show tamar and vince season finale !  ,0
      m    ,0
not this room please i do not want this,0
i love when i write a tweet wrong . ,1
this is great . ,1
 ill see if i can ,0
"managing to fall flat on my face up the library stairs , has just made it to the top of my list of proudest student moments",1
"juugin everything , niggas got warrants to pay",1
oh how i love fainting randomly,1
 now that ' s just mean .,1
 probably a nigerian .,1
i feel the most comforted when the misinformed are the most vocal .  please don t speak ,1
sexist article in the daily fail about men wasting money on cycling accompanied by recommendation for a handbag costing  .,1
  thank you so much . such a generous display of kindness from your side .,0
sarcasm is the only thing i like .,0
" so when tory stood up and thanked ford for his service to the city , i wanted to barf .",0
  teen anal casting   what  what is the creampie crusade ?,0
    tweeted this at me yesterday,0
"damn i lost a lot of followers , probs cuz i do not tweet much related to  anymore",0
why must i pay more for car insurance when i do not have to ? do not get ripped off trust goskippy ,0
  johny ur cracking me up on facebook chatting up my mate   ,0
 i just did it . what ' s the prize ?,0
retweet  to have a book signing and screening in your area .  ,0
fuck getting a flat tire and my car dying coming home from work at  . thanks god for my friends . great way to end / start my day,1
"hiring managers are willing to wait for 3 0 days for a guy who can join immediately , but cannot take a guy with 3 0 days notice period .",1
she ' s got something you just can not trust it ' s something mysterious . ,0
" well since he ' s basically an employee of the oil and gas sector , it would make sense that he operates this way .",0
not even  and i can already see this is going to be a wonderful day  need more coffee ,1
i can always count on freshmen to make the library loud .  thanks ,1
"yeah hastings , rose , bird and beer is a much better   than richardson , zampa , laughlin and tait .",1
  least i could do for barging into your convo !,0
just delivered   cronuts  to  hmm  its for a customer i hope !  ,1
 jackie just had the best joke i have heard in awhile     ,1
working hard right now ,1
 but it wasn ' t as bad as that picture seemed to indicate . you are still a very horrible person .,1
happy monday ! hate mondays .,1
 nuff said   stupidity   had enough  lols   ,0
we all have them people on instagram who put the most pointless hashtags  can   you ,0
 haha i also had  .  cheers bro ! ,0
   i agree . you can see that from the videos and photos that were taken two hours after the shooting .,1
" i think being gay is wrong , its like people chose to be gay just to piss off the magic old man that lives in the sky",1
" also , i would not that my tone was joking , though it ' s difficult to properly convey that in a tweet .",1
another  moment . we can not be bothered to fix your broadband problem but would you like to buy an iphone 6 of us !  hell no  ! ,1
photo cheers !  vodka   mother   energy   drink   tipsy   on   one   drink   cadbury   alcoholic   friday  .  ,1
why does mostella get as much or more playing time as hubbs .  idk might be wrong but i do not understand that,0
"lifes like a bird , its pretty cute until it craps on your head .  gharwapsi   72 hours of crazy   power of five   lol   anti conversion law ",1
this gone be some fire !    get lifted  ,0
 in light of the  murders  of two  nypd  officers inspired by  icant breathe  should .  ,0
my secret name is lizard squad . i like to ruin people ' s fun time . follow and rt to a billion and you will have fun .  psn   give it up ,1
 thank you for staying tom !,0
left home at  and still trying to get to work . i just want to cry !   happy monday ,1
"spider web lace chemise with lined underwire cups , strappy open back , and adjustable straps and .  ",0
 sometimes you have to forget what you feel and remember what you deserve .,0
oversleeping is the best  .,1
how do i make more money now in my business ? loral langemeire ' s best seller the millionaire maker . get your copy ,0
what an awesome performance by the choral students  tonight ! they are developing young stars of the future right here in  yeg  !,0
 i dont know what it is but i am in love your products christmas heaven !  love   skin care   beauty     . ,0
"watching the move ' begin again ' and the verisimilitude is overpowering , it ' s like i am back in the 9 0 s music business again .",1
morgan just asked me if i wanted to play a game with him on his xbox . usually i can not even look at it .,0
 i will be a bit sweaty by the time i get to you !,0
"honking at me whilst you drive past so romantic , it makes me want to trace you through your number plate and be with you forever",1
 ca h tweetin bout  black lives matter  and  i cant breathe  newsvid  start at  beatsebt,0
"wow , look at you hotshot .  is that a joke ",1
it was so incredible to hear justice ginsburg speak today . she truly is an inspiration .,0
this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop,1
 i do not recall dalai lama talking about busty girls and celebs but apart from that . ,1
twirra is  not  a place . rt  twitter a place where virgins will be tweeting sexual and hoes will be forming saint . ,1
just dropped my new single it ' s me i am single,1
  a protest is not peaceful if its forcefully stopping me to earn my livelihood .,0
is not it great to sleep  hours and feel like a million bucks ?  getting old ,1
some people just do not listen .  ah well guess they will learn the hard way,0
all hell is breaking loose .  ah  everybody freak out,1
experts doubt north korea hacked sony «  cbs  dallas / fort worth   hacker   hacked ,1
 the stuff press write about it literally ridiculous ! would it be harsh to point out the lack of literacy here ?  ghostwriter ,1
 are you looking at the wrong profile picture ?,0
some guy chattin shit to me on the bus saying i look like snoop dogg  kmt   again ,0
i just love when you test my patience !  ,1
i just swallowed my giant lozenge . now my throat actually hurts . i am glad i have twitter to share my despair .  sick ,0
   there ' s a link somewhere just can not quite put my finger on it,1
gripping new ebook not for the fainthearted or politically correct . please visit site ,0
day  . ski school with instructor patrick . soon i will be ready for the black slopes . .  ,1
hungry and hungover  a   good   day ,0
 i forked node ! get ready for the future . where ' s my interviews,0
 adrian was raised that way and he made it to the  nfl  . maybe he thought that would motivate his kid to get there too ?,1
 finally taken  to the gir love  heartbroken    ,1
"so now its hamilton on a monday night ? thanks  for all those evening games you give us , saturday football is overrated !",1
 pick it up one more time for the homie in the back that ' s stickin right with us thanks for answering my dm  real mvp ,1
my teacher just gave me an i feel sorry for you look i must look really adorable . ,1
i am really excited for tomorrow because that means the assignments and responsibilities of today will be over .,0
such quality customer service today by  for the xbox one  this is crap ,1
  we can vote republican ! their civil rights record and their ability to empathize is amazing . .,1
good luck today dj durkin . it is  not  great to be a florida gator .  fuck uf ,1
such a great damn day .,1
well my mornings going very nicely ,1
probably just scarred the cleaning lady half to death because she did not know i was home .,0
" in fight over overtime for firefighters , dc viewed ruling from control board as permanent but appeals court says no .  fb ",0
 what for ? waste of time .  ,0
in scotland the little country that ' s attached to the north of england    ,0
well  i watched ' making of ' clip about drive rescored . now i see how easily composers do it ! ,1
 wow that ' s impressive .  i have to force myself to go just as i will be doing later !  gym fanatic ,1
the people supporting police violence seem to be the same assholes that scream about government over reach .  cognitive dissonance ,1
have not been to sleep . feeling  awesome  .,1
"christmas day , boxing day and new years day off just is not enough ! so much to do for me and others this month  enough   hours   in   the   day ",0
"  anal queen alysa   four  four girls , a lot of drinks and a few strap on and  that and  s and ",0
me so yall forced me to call in to keep my price the same ? bh silence  me where is google fiber  i love brighthouse ,1
" oh no , i have tipped gamergates hand . now you know our end game !",1
it ' s gonna be a great day ,1
"guess its just me , brett and my mom this year . gotta love my family !",1
 for shame  .   third time  .  pregnant duchess wears designer dress for the  third  time in new york  via ,1
"having a night in with misha she still needs twitter , chinese and movies all night  uni life   night in ",0
 bring it on . will look forward to the easter one more  funnily enough i crave salad and fruit round xmas now ! ,1
thank u to all u beautiful ppl that talk extra loud when i am trying to watch tv i love you guys so much  srslyof al lrooms ,1
i picked a great night to not want to sleep .,1
oh this will end well . rt  military style tech finds way into school district safety measures ,1
i should get out of bed now lol,0
 prediction putin ditches the ruble and adopts bitcoin,0
good thing we have an ace like clay bucholz who is proven to be durable and consistent .   haha  .,1
"  if you need a  dev   environm net   then   a   great   pick  . for  regular   web   stuff  , i  do   like   it ",0
feels like we been playing against the refs most games . that was a clean wall block that the refs took away . ugh .,0
 yes  the taste .  the slight aroma of the tea ,0
 indonesian   czech   mix   girl   with   my   boy   elvis   i m   single  by mcrodyn ,0
"i cared for  seconds , then i got distracted . ",1
queens of the stone age no rock in rio  ícias  queens of the stone age   rock in rio ,0
"look for the girl with the broken smile , ask her if she wants to stay while , and she will be loved .  ",0
  yea they keep bardgin in on stuff they dont even care for . get a hobby sjws ! also babymetal is nice .,0
something to remember as i head to  tonight .  good boy  ,0
my grandma tells me she made raviolis to eat .  you know i yelled back fuck you i do not want no ravioli nigga ! ,0
normalizing relations with cuba ? huh . get ready for more of this crap .  thanks obama    bad ,1
welcome to twitter  myself n  r at ur service as ur twitter coaches,1
watching  bones  and cradled my leg when i saw  in episode about chicken  tastes like chicken   termite   the walking dead  ,0
i '  m not gonna ask you for following  . your own decision .,0
 lol  .  will let my kids know when they get up in the morning .  thanks for the tip,0
 minivan   mom   ebony   wilkerson   guilty   by   reason   of   insanity   judge  a florida judge ruled friday that .  ,0
 the police turned it violent . i so  love  the truth in headlines ! ,1
i need to do something legendary this winter break,0
  who look so much alike omg  lashwkaywiduwb,0
check out my latest blog post on myfairdaily pins that really work !    l bloggers   lifestyle   pinterest   tried and true ,0
a colleague just told me that her uncle was duped in acid by saddam hussein ' s thugs . your usual office banter,0
 ooh i can probably watch a replay or the  orion  launch at some point ? oh wonderful . that ' s so  exciting  no thanks ,1
  yes . i want to honor someone who died so i will go steal a tv and xbox and whatever else i feel entitled to,1
 how do you like that loss son ?,0
 do  fans !   app pays  you and  your fans  !  see  go  ,0
         followers and now he ' s relevant ?,1
"we rebooted the server , it seems ok now  yey  !  facepalm   devops ",1
   sure that will end well,1
 lol  with all due  respect  to  kobe bryant  .  he is  mj  but damn near  close  !   legends  ,0
and people start to drink .  means fun,1
" well , people did ask where would have been without mccormack , and here we are",0
cooper ' s been busy today ,1
 is it squirt or squat ?,0
tamir rice ' s memorial is today . his family had plans of seeing him grow up . not gunned down by police . police ? ,0
thank you  occ  for being concerned enough about my safety driving to school to cancel classes . ,1
that fits    ,0
 is so funny rn ,1
i have so much to do before tomorrow so i think maybe i will take a nap ?,0
" sometimes  the best thing you can do is to not think , worry , obsess . just have faith that everything will work out for the  best  .",0
i do not know what ' s worse .  the fact that mcdonald ' s is open on christmas day or that people are actually in there eating it right,0
going to watch a movie about murder . merry christmas ,1
 hannity  says obama has been indoctrinated into a rigid ideology .,1
imagine an imaginary menagerie manager managing an imaginary menagerie .,0
still wondering why the pop up save password still pops up even when you do not tick keep logged in . sarcastic,0
 think i may use that in my ads ! ,1
porygon 2  are  found in the w  . monstermmorpg . com  wild  . bulbiest follow   working ,0
"no need to act like i am the fav child , i know this already .",1
it ' s great to hear a bloodcurdling scream at  in the morning . ,1
 omg  !  berlin  is so fashion !  vsco cam  ,1
its only been  mins in class n i already wana kio myself . a . mornin . person,0
read at  the news '  middle   east   updates  /  assad   us led   airstrikes   serious   or   efficient  ',0
dallas  over washington new orleans  over tampa bay green bay over detroit  carolina  over atlanta .,0
i was being considerate about this issue n did not care what i did . but now i am taking my position back and i do not give a damn wht u think .,0
internet got me like   still alive  ,1
love working hard trying to fix other people ' s fuck ups,1
"i guess i will eat leftovers for breakfast  again  , while others get black bear .   cuz i didn t want good food   truth   hungry   ",1
abraham was actually from modern day iraq ur of the chaldea  ,0
i should of just made a canvas of coffee stains and be done with it .  art ,1
 i do not like yellow but most of my things are yellow . hi kapitana !  nagaaral kmi ni   asdfghjkl huhuhu ,1
used my brains and stopped drinking at  and been on the tea feeling sober and good .  bring on tomorrow  ,0
one essay submitted now to start the next one   third year life   love it ,1
"i shun the workplace chit chat , to look at what happening on twitter  random tweet ",1
the first  nsfw  look at jessica cameron ' s  mania  via    ,0
 those who failed to develop hair on their bald hear are talking abr development,1
 like i need to be reminded of bp cup competition dates !,1
chasing my dog though the house fun,0
 it must be a really bad game if a superb comedian like philly phil can not squeeze some humor out of it .,1
 why do not you tarmac all the speed humps in the cut in  go instead of bit by bit as the brickwork disintegrates !  science,0
 good thing we had enough  white wine  and  christmas trees  to survive if needed .  chard so hard   fashion  ,1
einstein would be amused about strider jumping around in time,0
"amen , that ' s due to them having respect for themselves . ",0
i can not wait to see how many pairs of beats headphones show up at the gym after christmas,1
one more all nighter and the semester is done,0
tomorrow is the day i am coming back to florida for good .   unless something changes in the next 2 4 hrs which i doubt  ready ,0
the biggest is that  taliban  gunned down school kids in the same country that  malala  received the nobel prize for  education   ouch ,1
i think the new sweater i bought is a maternity sweater . oh well . its super cozy,0
  not bad for a kid from az . hockey does not work in the desert .,0
but of course  lucky 13   my loves   sunday funday   last sunday 2014  ,0
" indonesia does blasphemy laws and ministry of religious affairs , which also happens to be the most corrupt ministry .",1
  love her . please publicise her more .,1
just found out i have my making babies final on thursday . good thing i have so much time to study,1
"it ' s being  yrs since the west had their industrial revolution but in 2 1 st cent ghana , an industrial de revolution is happening .",1
" what do you order at kona grill ? for fast food sushi , that place is delish .",0
"pt3 .  for his family to follow , and they can talk at home . all this talk about new owners and destabilising pf the club could  mot   lufc ",0
" hybrid cloud  needs hybrid monitoring .  monitor azure , plus apps and dbs , from  scom  ",0
 watch  and  and then watch  another time,0
so that was the inception episode . down to the tangerine / spinning top . subtle .,1
 the good old days !,1
