label	text
NON	itsfunny bc people think im quiet but im just listening toeveryones convos and figuring out ur weaknesses todestroy u later in life
NON	 then later he snuggles up to the royals with giddy glee
SAR	 why does a iphone purchased at full price still need a mobile device unlock code to work internationally ?  uncarrier 
SAR	sony emails tells me a few things . wealthy , high powered business wo men are ugly people , stupid and need to learn how to spell .  sony hack 
SAR	 so ugly christmas sweater women ' s sz m 
SAR	leg snapped alike a twig and after i completed my front flip i screamed like a hungry newborn baby
NON	 so we can see reigns do a lame superman punch and a spear ? gee , can not wait !  raw 
SAR	time for babygirl and i to get our beauty sleep   
NON	love the way  says fault from last night will be fixed by  , only to see a man in a van pull up at  to fix the fault
SAR	null  ! how much do you know about periods ?  via 
SAR	       this    tsu  website now worth  million ! you get paid for posting !  
SAR	dayumm !  chtis brown is ma mayun  !     
SAR	auntie just called and said shes on her way .  i better get dressed then   
SAR	nothing better than getting a snapchat from  with  the  weight playing in the background  same parents   same tunes 
SAR	church sign of the day how would you feel if we celebrated your birthday without you ?   stole em   the reason for the season 
SAR	or a trout , or northern pike     
NON	 years on , people still have not got justice they deserve .  bhopal gas tragedy  yet another brilliant job done by the americans
NON	that ' s always a great way to boost self esteem
SAR	corny jokes are my absolute favorite
NON	wow i love having  essays due in the next  weeks
SAR	 that ' s the easy part . giving my man money to go grab all mine tomorrow morning can not be dealing with town to stressfull
SAR	i feel and look like shit .  rainy day   no makeup  
SAR	 vodka lime and lemonade is the one   
NON	can not believe ash made this , too funny  tolo   never  
NON	yay yet another week with a child home from school ill ! just a hint of to brighten my day .
NON	i take blazing hot showers so i can get used to burning in the pits of hell .  if its real 
SAR	vcac looks like an even bigger bag of hurt than vcd 
SAR	  well it ' s not any worse or better than ' stark raving '
SAR	officer  jenny  is a single w  . monstermmorpg . com  entity  . cestas follow   dancing 
SAR	 i try to imagine . it ' s confusing .
SAR	let us go  cavs  !   cleveland   cavs   cavaliers   nba  quicken loans arena 
NON	i always look super cute when guys come to fix stuff in the condo
SAR	 this game is pathetic . how are they losing this game ?
NON	and then today was  . what a surprise !  2 of6   6 day stretch 
SAR	still time  enter my  sample  giveaway  on my  channel ! check it out here   mode re   b bloggers   beauty 
SAR	a  meme  for your  monday  !  meme monday   obama   obamacare   acid reflux   stand up shot   jokeofthe day   comedy  
SAR	it ' s always the little things that ' s attracts me
SAR	 i literally do not know
SAR	fries with that   alabama state majors 
SAR	running on less than  hours of sleep .   long night   long day   sleepy 
NON	i have tweeted nearly  times and i am not sure all  tweets really needed to be on the internet .  including this one
NON	when i am lacking inspiration i resort to scribbling angry / pretty things . great start to the week ! 
NON	wow , look at you hotshot .  is that a joke 
NON	this ' legendary ' anfield european cup atmosphere is great hey ! 
NON	i like the feeling when people thinks they are  steps ahead of me .  but the truth is they are miles and miles behind me  ahahahaha 
NON	 his song angel of death is a good one . it has lyrics bashing the vatican
SAR	 at least there ' s a good football game on with zero chance of either of our teams losing lol
NON	thanks mother nature .  you did not give us as snow day and now my twitter is filled with people complaining
SAR	today ' s  ncaa  action on the way .
NON	i love how  can stay up and tweet but can not stay up and hang out with me !  true bro 
NON	sitting around listening to sad music really helps the depression .
SAR	the rondo , ellis , parsons , dirk , chandler starting line up would be one of my favorites in league . mavs should go all out for rondo .
NON	  missing the bants at work today  ha   ha   ha   shit bants 
NON	i am a victoria secret model . it ' s such a secret not even victoria knows . 
SAR	it ' s beginning to look a lot like christmas    office   tinsel   christmassy   happy   long   now  .  
NON	 personal protection , 2 nd amendment . nothing to see here .  smfh 
SAR	this link will be relevant in a couple of days . 
SAR	thts impoxible koz the late kajwangs brother is stil alive and kan occupy the seat but raila
NON	 do not you see the for call teammates soft when you have not been to practice in  weeks ?  overpaid  .
SAR	 instead of playing the pompous do you know who i am card ? , how about you actually make an educated rebuttal ?
SAR	 huh ? it ' s a graphical representation of what ' s happening . nothing is out there to take a photo !
NON	 say it ain ' t so , joe . who would imagine a government program fraught with fraud ? has this ever happened before ?
SAR	i do  speak   because  i  want  to  save   someone  . i speak because i like . who am i  to  save .  
SAR	my brother did this . now i hate my brother even more .  jk   still jk   fat bro  
NON	what ? !  the  team playoff picked by  people did not solve schools still being pissed ? !  i am so shocked !  cfb playoff 
NON	physical therapy at  am is just what i want to be doing with my friday  i want to sleep 
NON	just now layin down to go to bed . college is great guys . it does not stress you out or keep you up at night at all . or make you cry .
SAR	 arizona   court   of   appeals   decides   to   retry   milke  thursday the arizona court of appeals ordered a lower .  
SAR	 is a service i offer .
SAR	quizfreak   proud   brummie  over here x 
NON	my year is ending perfectly 
NON	isabelle sends me the nicest texts   
SAR	 minky wale tail fritter for price of a bijoux flat in port talbot .
SAR	at   sketch   today   spud shed   fresh   fruit  . only . for . eating  for  . drawing . as . well  drawing   perth 
NON	oh sprints i love you 
SAR	q what is slower than pakistan batting ? a  ptcl  evo  pak v nz 
SAR	  yes i remember a little . but then an entirely new lineup came in ? is that what happened ?
SAR	worth a read . on  christians  and the persecution they face .  equality   respect   sectarian violence   count your blessings  
SAR	my twitter account is worth  , according to social account worth calculator . see how much you are worth 
NON	  lol  aye you are a funny fecker  and anytime ironside , you fancy a wee race just let me know ! 
SAR	 you are no fun at all !
SAR	what normal people see vs . what i see  
SAR	 tis the season for unwanted gifts !
NON	  he captures the spirit of devolution so well
SAR	sometimes i just dont understand anything  stubborn  
SAR	 usa  senate summary report on  cia  detention programme must be end of story  
SAR	  def understandable . i am ok with that . trying to find anything up here on this has been impossible .
NON	 wow that ' s impressive .  i have to force myself to go just as i will be doing later !  gym fanatic 
SAR	watching  trich vlogs helps me alot with my trich condition !    
NON	  he ' s the detective !  lol  or type cast 
NON	 i actually think he needs to use the youngsters in this reincarnation
SAR	 eu   europ   eua  statement on european commissions eu investment plan 
SAR	    who i sshe   lolol  ! 
NON	 oh but bradford is awful !
NON	  putting  between muhammad and ali ? i find your own twitter id quite blasphemic and offending
NON	 those waves are epic ! he he
NON	studying up on narcissism . the more i read up , the more i am afraid i have this disorder !   center of the universe 
SAR	interesting stats . po ' s are good ! the bad apples ruin it for all .   tcot   ferguson   eric garner 
NON	glad i am up at 
NON	wow tim hortons cobourg is really on their a game today
SAR	    yeah they look like plastic 
SAR	they do not sing live , but they sure are hella good looking  smh 
NON	travel and tourism this morning . my favourite lesson who 
NON	accidentally breaking your own computer when your tech support ! haha , talk about employee of the month  tech support    
NON	big thanks to my teachers for the  four  tests i have to take tomorrow  woohoo 
SAR	let us just not pretend for once . .
SAR	i need new boots for my birthday .  and by new boots i mean like  or  pairs    i need new boots   boots 
NON	 no clue what you were talking about ? well that ' s a first !
SAR	 wow , neat ! and a nice mini tour of belfast as well . i think you should have asked for one of these for xmas , larry !
SAR	 okay went to court the case got adjourned till january .  my backs been playing up so in some pain  wbu ? x
SAR	just one of those nights 
NON	my stomach is a wonderland for gas inducing bacteria .  blessed 
NON	  she showed you  !
SAR	 one hope this gets a rt !  recycling   roses   holly   wreath   merry christmas  
SAR	 u know that . how u doing ? 
SAR	and the day started civilised  appointments   road  trip  best day ever   never laughed  as much .  tks to .  
SAR	 congrats , so cute 
SAR	it just had to snow and cancel our vball tournament today .        ball   is   life 
SAR	apparently my youth group thinks are you kidding me ? is my default expression or nomal face .  are you kidding me  
NON	 because  i miss youu coffee later ?
SAR	 you blew my mind on  ahsfreakshow  you are brilliant .
SAR	today has been such a shitty day
SAR	if you know people who could talk power dressing and social media marketing , please let me know . thanks
SAR	the rain has made extra extra lazy 
SAR	i got ready and then got to school and parked in less than  minutes !  miracle 
SAR	one day is day .  lemme console myself with blunt
SAR	 you are going to have to explain ?
SAR	but the  usa hippa  laws prohibit the psychiatrist from releasing that info  
SAR	my babygirl has an imaginary friend it ' s so cute to watch her talk to it .
NON	tomorrow will be a great day . 
NON	hope everyone is having a lovely marxist christmas
NON	 celebs takes drastic measures to look good .   whoops   celebrity leaked photos  
NON	i love how i am completely wide awake
SAR	i dont think it would matter , metric or english , he doesnt understand math  
SAR	can holidays last forever ?   happy times   sunday out   me wearing   w you stores   elena wears w you   chanel boy bag   chanel  .  
NON	twitter is dead .  thanks finals 
SAR	if it ' s  not  ? then it is ! hand crafted artistically fashionable , connect  for  fashion blog   thoughts  
NON	sarcasm incoming this weekend is going to be such a great time being grounded with nothing to do but homework , gunna have a blast !
SAR	same  soundcloud  dl  follow >   atl   conscious music  
NON	you are so cool !
SAR	photo tuxedo jumpsuit sizes small large color black price  leave email and size for invoice 
SAR	can someone please tell me where the video is ?
NON	  good step by bjp goons
NON	   this is shallow af , stop discriminating eyes , all eyes are beautiful .
NON	thank you  for live tweeting my morning
SAR	i hope i could recover from fever today . i need to start with strama . 
SAR	 i liked the first one . never cared enough to watch the sequel s ? . that said , i will only watch the  reboot  because of  chris pratt 
NON	hey what do you know , one of the witnesses supporting darren wilson ' s story lied ! and is racist ! mind blown ! 
SAR	 np   now playing   now listening   music   don  ' t let her pull you down by  new  found glory from the  album  with .  
NON	crime figures true picture may be worse than feared , says think tank report via   surprised ?
SAR	posting any tweet does not mean i do not use twitter !
SAR	 are actually going to contact me rather than just apologising via twitter ?
NON	they do not even listen to ur order talk about great customer service 
